Breakdown,Bank,12/31/2023,12/31/2022,12/31/2021,12/31/2020
Operating Gains Losses,NU,848,"62,895","48,433","17,339"
Gain Loss On Investment Securities,NU,"18,642","17,339","48,433","-675,682"
Depreciation Amortization Depletion,NU,"35,581","-675,682","7,428","-224,654"
Depreciation & amortization,NU,"35,581","25,075","7,428","212,551"
Deferred Tax,NU,"-417,612","2,487,648","-44,025","503,679"
Deferred Income Tax,NU,"-417,612","19,338","-44,025","-4,705,364"
Other non-cash items,NU,"395,081","-9,014,795","39,748","-2,568,423"
Stock based compensation,NU,"253,203","-2,568,423","35,569","2,818,592"
Provision for Loan Lease And Other Losses,NU,"1,440,922","2,818,592","187,790","1,602,485"
Unrealized Gain Loss On Investment Securities,NU,"17,794","1,602,485","48,433","25,935"
Change in working capital,NU,"-1,850,718","-3,577,534","622,112","-1,522,217"
Change in Receivables,NU,"-5,695,493","-988,961","-470,227","1,279,987"
Changes in Account Receivables,NU,"-5,213,669","8,363,896","-470,227","-664,936"
Change in Payables And Accrued Expense,NU,"2,221,037","-9,062","312,607","3,389,331"
Change in Payable,NU,"2,221,037","-612,447","312,607","-52,314"
Change in Account Payable,NU,"2,221,037","-154,195","312,607","-177,003"
Change in Deferred Charges,NU,"11,277",0,"3,621","-11,211"
Change in Loans,NU,"-1,889,278","-11,211","-178,686","-20,243"
Change in Other Current Assets,NU,"-2,652,762","-20,243","34,478","-6,025"
Change in Other Current Liabilities,NU,"979,277","-22,473","57,841","-156,760"
Change in Other Working Capital,NU,"5,175,224",0,"862,478","-114,486"
Interest Paid CFO,NU,"-30,935","-114,486","-6,199","425,215"
Interest Received CFO,NU,"1,573,133","425,215","263,035","3,335,982"
Taxes Refund Paid,NU,"-297,090","-14,964","-7,880","416,067"
Investing Cash Flow,NU,"-127,152","469,501","-16,270","116,349"
Cash Flow from Continuing Investing Activities,NU,"-127,152","-131,313","-16,270",0
Net Investment Purchase And Sale,NU,"-2,500",0,0,"2,590,846"
Purchase of Investment,NU,"-2,500","-4,607",0,-
Net PPE Purchase And Sale,NU,"-20,001",-,"-3,084","800,000"
Purchase of PPE,NU,"-20,001","12,252","-3,084",-
Net Intangibles Purchase And Sale,NU,"-94,305","5,923,440","-4,902","2,705,675"
Purchase of Intangibles,NU,"-94,305","257,469","-4,902","236,723"
Net Business Purchase And Sale,NU,"-10,346","4,172,316","-8,284","2,343,780"
Purchase of Business,NU,"-10,346","-28,498","-8,284",0
Financing Cash Flow,NU,"654,039","469,501","240,102","116,349"
Cash Flow from Continuing Financing Activities,NU,"654,039","-131,313","240,102",-
Net Issuance Payments of Debt,NU,"405,521","1,089,186","-66,659","-2,952,816"
Operating Cash Flow,ING,"-11,340,000","-11,112,000","-14,943,000","101,243,000"
Cash Flow from Continuing Operating Activities,ING,"-11,339,000","-11,113,000","-14,945,000","101,244,000"
Net Income from Continuing Operations,ING,"10,492,000","5,502,000","6,782,000","3,809,000"
Depreciation Amortization Depletion,ING,"674,000","711,000","834,000","829,000"
Depreciation & amortization,ING,"674,000","711,000","834,000","829,000"
Other non-cash items,ING,"-2,389,000","5,525,000","415,000","1,260,000"
Provision for Loan Lease And Other Losses,ING,"520,000","1,861,000","516,000","2,675,000"
Change in working capital,ING,"-17,937,000","-23,237,000","-21,617,000","94,404,000"
Change in Loans,ING,"6,877,000","-25,134,000","-27,598,000","55,954,000"
Change in Other Current Assets,ING,"-8,774,000","-12,453,000","-395,000","-4,351,000"
Change in Other Current Liabilities,ING,"7,251,000","16,269,000","-12,401,000","3,061,000"
Change in Other Working Capital,ING,"-23,291,000","-1,919,000","18,777,000","39,740,000"
Taxes Refund Paid,ING,"-2,700,000","-1,474,000","-1,873,000","-1,734,000"
Investing Cash Flow,ING,"-8,545,000","-5,307,000","6,220,000","-8,487,000"
Cash Flow from Continuing Investing Activities,ING,"-8,546,000","-5,307,000","6,221,000","-8,485,000"
Net Investment Purchase And Sale,ING,"-8,357,000","-5,166,000","6,339,000","-8,270,000"
Purchase of Investment,ING,"-69,974,000","-43,703,000","-58,401,000","-54,795,000"
Sale of Investment,ING,"61,617,000","38,537,000","64,740,000","46,525,000"
Net Proceeds Payment for Loan,ING,-,0,0,0
Proceeds from Loans,ING,-,0,0,0
Net PPE Purchase And Sale,ING,"-189,000","-148,000","-145,000","-212,000"
Purchase of PPE,ING,"-246,000","-231,000","-184,000","-287,000"
Sale of PPE,ING,"57,000","83,000","39,000","75,000"
Net Business Purchase And Sale,ING,0,"7,000","27,000","-3,000"
Purchase of Business,ING,-,-,-,"-3,000"
Sale of Business,ING,0,"7,000","27,000",-
Net Other Investing Changes,ING,"1,000",-,"-1,000","-2,000"
Financing Cash Flow,ING,"18,404,000","4,649,000","5,387,000","-34,796,000"
Cash Flow from Continuing Financing Activities,ING,"18,404,000","4,650,000","5,387,000","-34,797,000"
Net Issuance Payments of Debt,ING,"24,902,000","9,460,000","9,376,000","-34,798,000"
Net Long Term Debt Issuance,ING,"24,902,000","9,460,000","9,376,000","-34,798,000"
Long Term Debt Issuance,ING,"118,661,000","93,690,000","88,276,000","67,473,000"
Long Term Debt Payments,ING,"-93,759,000","-84,230,000","-78,900,000","-102,271,000"
Net Common Stock Issuance,ING,"-3,531,000","-1,717,000","-1,608,000","5,000"
Common Stock Issuance,ING,-,-,-,"5,000"
Cash Dividends Paid,ING,"-2,967,000","-3,093,000","-2,382,000","-3,000"
Common Stock Dividend Paid,ING,"-2,967,000","-3,093,000","-2,382,000","-3,000"
Net Other Financing Charges,ING,-,"-1,000","1,000",-
End Cash Position,ING,"93,012,000","95,391,000","107,665,000","111,566,000"
Changes in Cash,ING,"-1,481,000","-11,770,000","-3,336,000","57,960,000"
Effect of Exchange Rate Changes,ING,"-898,000","-504,000","-565,000","-425,000"
Beginning Cash Position,ING,"95,391,000","107,665,000","111,566,000","54,031,000"
Interest Paid Supplemental Data,ING,"33,734,000","14,193,000","8,705,000","9,672,000"
Capital Expenditure,ING,"-246,000","-231,000","-184,000","-287,000"
Issuance of Capital Stock,ING,-,-,-,"5,000"
Issuance of Debt,ING,"118,661,000","93,690,000","88,276,000","67,473,000"
Repayment of Debt,ING,"-93,759,000","-84,230,000","-78,900,000","-102,271,000"
Free Cash Flow,ING,"-11,586,000","-11,343,000","-15,127,000","100,956,000"
Operating Cash Flow,TFC,"8,631,000","11,081,000","7,892,000","7,437,000"
Cash Flow from Continuing Operating Activities,TFC,"8,631,000","11,081,000","7,892,000","7,437,000"
Net Income from Continuing Operations,TFC,"-1,047,000","6,267,000","6,437,000","4,492,000"
Operating Gains Losses,TFC,-,"71,000",-,"-402,000"
Gain Loss On Investment Securities,TFC,0,"71,000",0,"-402,000"
Depreciation Amortization Depletion,TFC,"1,215,000","1,366,000","1,384,000","1,608,000"
Depreciation & amortization,TFC,"1,215,000","1,366,000","1,384,000","1,608,000"
Depreciation,TFC,"688,000","783,000","810,000","923,000"
Amortization,TFC,"527,000","583,000","574,000","685,000"
Amortization of Intangibles,TFC,"527,000","583,000","574,000","685,000"
Other non-cash items,TFC,"5,000","-2,385,000","229,000","-499,000"
Asset Impairment Charge,TFC,"6,078,000",0,0,-
Stock based compensation,TFC,-,-,-,"353,000"
Provision for Loan Lease And Other Losses,TFC,"2,109,000","777,000","-813,000","2,335,000"
Change in working capital,TFC,"271,000","4,985,000","655,000","-97,000"
Change in Loans,TFC,"213,000","2,479,000","1,411,000","718,000"
Change in Other Current Assets,TFC,"-2,052,000","586,000","-1,786,000","-172,000"
Change in Other Working Capital,TFC,"2,110,000","1,920,000","1,030,000","-643,000"
Investing Cash Flow,TFC,"22,858,000","-29,972,000","-32,056,000","-43,652,000"
Cash Flow from Continuing Investing Activities,TFC,"22,858,000","-29,972,000","-32,056,000","-43,652,000"
Proceeds Payment Federal Funds Sold And Securities Purchased Under Agreement To Resell,TFC,"803,000","847,000","-2,283,000","-328,000"
Net Investment Purchase And Sale,TFC,"9,734,000","8,376,000","-36,659,000","-42,905,000"
Purchase of Investment,TFC,"-4,230,000","-12,377,000","-70,775,000","-72,808,000"
Sale of Investment,TFC,"13,964,000","20,753,000","34,116,000","29,903,000"
Net Proceeds Payment for Loan,TFC,"12,202,000","-32,840,000","9,787,000","2,613,000"
Payment for Loans,TFC,-,-,-,"2,613,000"
Net PPE Purchase And Sale,TFC,-,"-564,000","-442,000","-815,000"
Purchase of PPE,TFC,-,"-564,000","-442,000","-815,000"
Net Business Purchase And Sale,TFC,"-17,000","-4,673,000","-1,638,000","-2,439,000"
Net Other Investing Changes,TFC,"136,000","-1,682,000","-1,263,000","222,000"
Financing Cash Flow,TFC,"-22,266,000","20,017,000","25,591,000","36,018,000"
Cash Flow from Continuing Financing Activities,TFC,"-22,266,000","20,017,000","25,591,000","36,018,000"
Net Issuance Payments of Debt,TFC,"-2,678,000","26,540,000","-4,031,000","-13,758,000"
Net Long Term Debt Issuance,TFC,"-4,075,000","8,480,000","-3,231,000","-1,634,000"
Long Term Debt Issuance,TFC,"50,943,000","15,777,000","4,728,000","26,644,000"
Long Term Debt Payments,TFC,"-55,018,000","-7,297,000","-7,959,000","-28,278,000"
Net Short Term Debt Issuance,TFC,"1,397,000","18,060,000","-800,000","-12,124,000"
Net Common Stock Issuance,TFC,0,"-250,000","-1,616,000",0
Common Stock Payments,TFC,0,"-250,000","-1,616,000",0
Net Preferred Stock Issuance,TFC,0,0,"-1,415,000","2,949,000"
Preferred Stock Issuance,TFC,-,0,0,"3,449,000"
Preferred Stock Payments,TFC,0,0,"-1,415,000","-500,000"
Cash Dividends Paid,TFC,"-3,131,000","-2,989,000","-2,852,000","-2,725,000"
Common Stock Dividend Paid,TFC,"-2,770,000","-2,656,000","-2,485,000","-2,424,000"
Preferred Stock Dividend Paid,TFC,"-361,000","-333,000","-367,000","-301,000"
Net Other Financing Charges,TFC,"1,173,000","-298,000","82,000","953,000"
End Cash Position,TFC,"30,644,000","21,421,000","20,295,000","18,868,000"
Changes in Cash,TFC,"9,223,000","1,126,000","1,427,000","-197,000"
Beginning Cash Position,TFC,"21,421,000","20,295,000","18,868,000","19,065,000"
Income Tax Paid Supplemental Data,TFC,"780,000","479,000","792,000","126,000"
Interest Paid Supplemental Data,TFC,"9,138,000","2,007,000","859,000","1,834,000"
Capital Expenditure,TFC,-,"-564,000","-442,000","-815,000"
Issuance of Capital Stock,TFC,-,0,0,"3,449,000"
Issuance of Debt,TFC,"50,943,000","15,777,000","4,728,000","26,644,000"
Repayment of Debt,TFC,"-55,018,000","-7,297,000","-7,959,000","-28,278,000"
Repurchase of Capital Stock,TFC,0,"-250,000","-3,031,000","-500,000"
Free Cash Flow,TFC,"8,631,000","11,081,000","7,892,000","6,622,000"
Operating Cash Flow,IBKR,"4,544,000","3,968,000","5,896,000","8,068,000"
Cash Flow from Continuing Operating Activities,IBKR,"4,544,000","3,968,000","5,896,000","8,068,000"
Net Income from Continuing Operations,IBKR,"2,812,000","1,842,000","1,636,000","1,179,000"
Depreciation Amortization Depletion,IBKR,"94,000","84,000","74,000","62,000"
Depreciation & amortization,IBKR,"94,000","84,000","74,000","62,000"
Depreciation,IBKR,"94,000","84,000","74,000","62,000"
Deferred Tax,IBKR,"30,000","20,000","23,000","9,000"
Deferred Income Tax,IBKR,"30,000","20,000","23,000","9,000"
Asset Impairment Charge,IBKR,"7,000","4,000","3,000","27,000"
Unrealized Gain Loss On Investment Securities,IBKR,"-14,000","8,000","9,000","-50,000"
Stock based compensation,IBKR,"100,000","92,000","80,000","65,000"
Other non-cash items,IBKR,"5,000","3,000","8,000","3,000"
Change in working capital,IBKR,"1,510,000","1,915,000","4,063,000","6,773,000"
Change in Receivables,IBKR,"-4,488,000","13,774,000","-20,689,000","-7,277,000"
Changes in Account Receivables,IBKR,"-5,719,000","16,172,000","-15,605,000","-8,041,000"
Change in Payables And Accrued Expense,IBKR,"8,285,000","7,442,000","10,322,000","19,557,000"
Change in Payable,IBKR,"8,285,000","7,442,000","10,322,000","19,557,000"
Change in Account Payable,IBKR,"7,817,000","7,561,000","9,754,000","19,634,000"
Change in Other Current Assets,IBKR,"-1,136,000","224,000","-230,000","1,275,000"
Change in Other Current Liabilities,IBKR,"2,454,000","-2,865,000","1,960,000","3,215,000"
Change in Other Working Capital,IBKR,"-3,605,000","-16,660,000","12,700,000","-9,997,000"
Investing Cash Flow,IBKR,"-52,000","-67,000","-188,000","-50,000"
Cash Flow from Continuing Investing Activities,IBKR,"-52,000","-67,000","-188,000","-50,000"
Net PPE Purchase And Sale,IBKR,"-49,000","-69,000","-77,000","-50,000"
Purchase of PPE,IBKR,"-49,000","-69,000","-77,000","-50,000"
Net Investment Purchase And Sale,IBKR,"-26,000","-5,000","-116,000","-5,000"
Purchase of Investment,IBKR,"-26,000","-5,000","-116,000","-5,000"
Dividends Received CFI,IBKR,"23,000","7,000","5,000","5,000"
Financing Cash Flow,IBKR,"-624,000","-470,000","-523,000","-229,000"
Cash Flow from Continuing Financing Activities,IBKR,"-624,000","-470,000","-523,000","-229,000"
Net Issuance Payments of Debt,IBKR,"-1,000","-9,000","-92,000","102,000"
Net Long Term Debt Issuance,IBKR,0,0,"-96,000","96,000"
Long Term Debt Issuance,IBKR,0,0,"1,428,000","116,000"
Long Term Debt Payments,IBKR,0,0,"-1,524,000","-20,000"
Net Short Term Debt Issuance,IBKR,"-1,000","-9,000","4,000","6,000"
Short Term Debt Issuance,IBKR,-,-,-,"122,000"
Short Term Debt Payments,IBKR,-,-,-,"-20,000"
Net Common Stock Issuance,IBKR,0,"3,000","-1,000","1,000"
Common Stock Issuance,IBKR,"34,000","23,000","26,000","18,000"
Common Stock Payments,IBKR,"-34,000","-20,000","-27,000","-17,000"
Cash Dividends Paid,IBKR,"-42,000","-40,000","-38,000","-32,000"
Common Stock Dividend Paid,IBKR,"-42,000","-40,000","-38,000","-32,000"
Net Other Financing Charges,IBKR,"-581,000","-424,000","-392,000","-300,000"
End Cash Position,IBKR,"32,593,000","28,603,000","25,283,000","20,195,000"
Changes in Cash,IBKR,"3,868,000","3,431,000","5,185,000","7,789,000"
Effect of Exchange Rate Changes,IBKR,"122,000","-111,000","-97,000","124,000"
Beginning Cash Position,IBKR,"28,603,000","25,283,000","20,195,000","12,282,000"
Income Tax Paid Supplemental Data,IBKR,"228,000","148,000","114,000","64,000"
Interest Paid Supplemental Data,IBKR,"3,317,000","833,000","222,000","284,000"
Capital Expenditure,IBKR,"-49,000","-69,000","-77,000","-50,000"
Issuance of Capital Stock,IBKR,"34,000","23,000","26,000","18,000"
Issuance of Debt,IBKR,0,0,"1,428,000","116,000"
Repayment of Debt,IBKR,0,0,"-1,524,000","-20,000"
Repurchase of Capital Stock,IBKR,"-34,000","-20,000","-27,000","-17,000"
Free Cash Flow,IBKR,"4,495,000","3,899,000","5,819,000","8,018,000"
Operating Cash Flow,BSBR,"36,614,788","6,847,026","6,807,143","42,317,956"
Cash Flow from Continuing Operating Activities,BSBR,"36,614,788","6,847,026","6,807,143","42,317,956"
Net Income from Continuing Operations,BSBR,"9,498,812","14,339,475","15,559,324","13,450,753"
Operating Gains Losses,BSBR,"9,907,023","49,227,574","-16,554,199","-25,564,168"
Gain Loss On Sale of PPE,BSBR,"-855,565","-130,673","-32,512","-308,176"
Net Foreign Currency Exchange Gain Loss,BSBR,"-21,430,674","23,513,187","-35,669,654","-44,250,466"
Earnings Losses from Equity Investments,BSBR,"-239,236","-199,179","-144,184","-112,261"
Depreciation Amortization Depletion,BSBR,"2,740,950","2,585,502","2,433,921","2,579,127"
Depreciation & amortization,BSBR,"2,740,950","2,585,502","2,433,921","2,579,127"
Depreciation,BSBR,"1,841,616","1,860,043","1,850,780","2,039,805"
Amortization,BSBR,"899,334","725,459","583,141","539,322"
Amortization of Intangibles,BSBR,"899,334","725,459","583,141","539,322"
Deferred Tax,BSBR,"-6,107,821","-748,907","2,047,407","-8,353,089"
Deferred Income Tax,BSBR,"-6,107,821","-748,907","2,047,407","-8,353,089"
Other non-cash items,BSBR,"-819,313","-450,762","-1,991,736","-14,854"
Asset Impairment Charge,BSBR,"250,173","161,434","165,799","84,908"
Provision for Loan Lease And Other Losses,BSBR,-,"26,044,239","19,292,151","19,106,735"
Change in working capital,BSBR,"27,037,475","-52,189,854","9,681,165","61,404,429"
Change in Other Current Assets,BSBR,-,"-4,022,640","12,082,261","25,776,658"
Change in Other Current Liabilities,BSBR,"16,533,637","-3,061,329","6,394,689","289,494"
Change in Other Working Capital,BSBR,"10,503,838","-49,128,525","3,286,476","35,338,277"
Taxes Refund Paid,BSBR,"-5,892,511","-6,077,436","-4,534,538","-1,269,150"
Investing Cash Flow,BSBR,"-2,580,315","-2,705,289","-1,926,692","-1,163,097"
Cash Flow from Continuing Investing Activities,BSBR,"-2,580,315","-2,705,289","-1,926,692","-1,163,097"
Net Investment Purchase And Sale,BSBR,-,-,-,0
Purchase of Investment,BSBR,-,-,-,0
Net PPE Purchase And Sale,BSBR,"-1,328,535","-977,556","-1,125,198","-1,188,827"
Purchase of PPE,BSBR,"-1,445,847","-1,126,111","-1,162,774","-1,235,923"
Sale of PPE,BSBR,"117,312","148,555","37,576","47,096"
Net Intangibles Purchase And Sale,BSBR,"-1,721,666","-1,592,850","-1,202,416","-769,785"
Purchase of Intangibles,BSBR,"-1,906,872","-1,737,548","-1,500,562","-1,018,708"
Sale of Intangibles,BSBR,"185,206","144,698","298,146","248,923"
Net Business Purchase And Sale,BSBR,"-5,054","-460,245","-13,746","-13,570"
Purchase of Business,BSBR,"-5,054","-460,245","-13,746","-13,570"
Dividends Received CFI,BSBR,"663,032","172,944","152,000","146,018"
Net Other Investing Changes,BSBR,"-188,092","152,418","262,668","663,067"
Financing Cash Flow,BSBR,"5,817,953","12,754,848","-658,510","-34,151,714"
Cash Flow from Continuing Financing Activities,BSBR,"5,817,953","12,754,848","-658,510","-34,151,714"
Net Issuance Payments of Debt,BSBR,"12,003,998","21,428,470","10,064,381","-23,767,903"
Net Long Term Debt Issuance,BSBR,"12,003,998","21,428,470","10,064,381","-23,767,903"
Long Term Debt Issuance,BSBR,"75,404,958","60,583,109","107,284,961","60,047,656"
Long Term Debt Payments,BSBR,"-63,400,960","-39,154,639","-97,220,580","-83,815,559"
Net Common Stock Issuance,BSBR,"112,533","-506,277","78,319","-110,223"
Common Stock Issuance,BSBR,"112,533",-,"78,319",-
Common Stock Payments,BSBR,-,"-506,277",-,"-110,223"
Cash Dividends Paid,BSBR,"-5,450,390","-7,393,031","-9,907,319","-10,280,430"
Interest Paid CFF,BSBR,"-713,974","-861,717","-911,306",-
Net Other Financing Charges,BSBR,"-134,214","87,403","17,415","6,842"
End Cash Position,BSBR,"89,417,760","49,565,334","32,668,749","28,446,808"
Changes in Cash,BSBR,"39,852,426","16,896,585","4,221,941","7,003,145"
Effect of Exchange Rate Changes,BSBR,-,-,0,0
Beginning Cash Position,BSBR,"49,565,334","32,668,749","28,446,808","21,443,663"
Interest Paid Supplemental Data,BSBR,-,-,"26,668,842","13,973,268"
Capital Expenditure,BSBR,"-3,352,719","-2,863,659","-2,663,336","-2,254,631"
Issuance of Capital Stock,BSBR,"112,533",-,"78,319",-
Issuance of Debt,BSBR,"75,404,958","60,583,109","107,284,961","60,047,656"
Repayment of Debt,BSBR,"-63,400,960","-39,154,639","-97,220,580","-83,815,559"
Repurchase of Capital Stock,BSBR,-,"-506,277",-,"-110,223"
Free Cash Flow,BSBR,"33,262,069","3,983,367","4,143,807","40,063,325"
Operating Cash Flow,BCS,"-927,000","30,231,000","48,919,000","57,505,000"
Investing Cash Flow,BCS,"-23,414,000","-21,673,000","4,270,000","-18,376,000"
Financing Cash Flow,BCS,"-1,389,000","696,000","107,000","2,732,000"
End Cash Position,BCS,"248,007,000","278,790,000","259,206,000","210,142,000"
Changes in Cash,BCS,"-25,730,000","9,254,000","53,296,000","41,861,000"
Effect of Exchange Rate Changes,BCS,"-5,053,000","10,330,000","-4,232,000","1,668,000"
Beginning Cash Position,BCS,"278,790,000","259,206,000","210,142,000","166,613,000"
Capital Expenditure,BCS,"-1,718,000","-1,746,000","-1,720,000","-1,324,000"
Issuance of Capital Stock,BCS,"3,251,000","3,205,000","1,118,000","1,165,000"
Issuance of Debt,BCS,"11,359,000","12,616,000","10,305,000","7,174,000"
Repayment of Debt,BCS,"-8,491,000","-9,014,000","-8,282,000","-3,258,000"
Repurchase of Capital Stock,BCS,"-5,249,000","-4,133,000","-1,674,000","-1,413,000"
Free Cash Flow,BCS,"-2,645,000","28,485,000","47,199,000","56,181,000"
Operating Cash Flow,DB,"5,606,000","-2,113,000","-2,952,000","30,736,000"
Cash Flow from Continuing Operating Activities,DB,"5,606,000","-2,113,000","-2,953,000","30,734,000"
Net Income from Continuing Operations,DB,"6,452,000","5,554,000","2,595,000","624,000"
Operating Gains Losses,DB,"23,000","-1,000","-473,000","-768,000"
Gain Loss On Investment Securities,DB,"-84,000","128,000","-276,000","-665,000"
Earnings Losses from Equity Investments,DB,"107,000","-129,000","-197,000","-103,000"
Deferred Tax,DB,"163,000","-894,000","62,000","-296,000"
Deferred Income Tax,DB,"163,000","-894,000","62,000","-296,000"
Other non-cash items,DB,"220,000","-118,000","262,000","487,000"
Asset Impairment Charge,DB,"3,601,000","3,338,000","3,169,000","2,192,000"
Provision for Loan Lease And Other Losses,DB,"1,505,000","1,226,000","515,000","1,792,000"
Change in working capital,DB,"-6,358,000","-11,218,000","-9,082,000","26,705,000"
Change in Loans,DB,"1,511,000","-31,246,000","-51,568,000","16,912,000"
Change in Other Current Assets,DB,"-1,384,000","-459,000","8,046,000","-11,743,000"
Change in Other Current Liabilities,DB,"777,000","12,377,000","-17,823,000","7,030,000"
Change in Other Working Capital,DB,"-7,262,000","8,110,000","52,263,000","14,506,000"
Investing Cash Flow,DB,"-2,576,000","-17,175,000","23,595,000","-1,892,000"
Cash Flow from Continuing Investing Activities,DB,"-2,575,000","-17,176,000","23,595,000","-1,893,000"
Net Investment Purchase And Sale,DB,"-439,000","-16,214,000","25,046,000","-365,000"
Purchase of Investment,DB,"-43,567,000","-59,858,000","-54,067,000","-86,723,000"
Sale of Investment,DB,"43,128,000","43,644,000","79,113,000","86,358,000"
Net PPE Purchase And Sale,DB,"-389,000","-315,000","-436,000","-488,000"
Purchase of PPE,DB,"-422,000","-337,000","-550,000","-512,000"
Sale of PPE,DB,"33,000","22,000","114,000","24,000"
Net Business Purchase And Sale,DB,"-361,000","439,000","-5,000","5,000"
Net Other Investing Changes,DB,"-1,387,000","-1,085,000","-1,010,000","-1,044,000"
Financing Cash Flow,DB,"-2,852,000","614,000","1,630,000","-311,000"
Cash Flow from Continuing Financing Activities,DB,"-2,853,000","614,000","1,629,000","-312,000"
Net Issuance Payments of Debt,DB,"-573,000","2,019,000","425,000","-138,000"
Net Long Term Debt Issuance,DB,"-573,000","2,019,000","425,000","-138,000"
Long Term Debt Issuance,DB,"1,432,000","2,716,000","1,146,000","1,684,000"
Long Term Debt Payments,DB,"-2,005,000","-697,000","-721,000","-1,822,000"
Net Common Stock Issuance,DB,"-857,000","-695,000","-311,000","-203,000"
Common Stock Issuance,DB,0,0,"35,000","76,000"
Common Stock Payments,DB,"-857,000","-695,000","-346,000","-279,000"
Net Preferred Stock Issuance,DB,"-225,000",0,"-504,000","-676,000"
Preferred Stock Issuance,DB,0,0,0,0
Preferred Stock Payments,DB,"-225,000",0,"-504,000","-676,000"
Cash Dividends Paid,DB,"-610,000","-406,000",0,0
Common Stock Dividend Paid,DB,-,-,-,0
Interest Paid CFF,DB,"-498,000","-479,000","-363,000","-349,000"
Net Other Financing Charges,DB,"-89,000","175,000","2,383,000","1,055,000"
End Cash Position,DB,"163,768,000","165,626,000","179,946,000","156,328,000"
Changes in Cash,DB,"178,000","-18,674,000","22,273,000","28,533,000"
Effect of Exchange Rate Changes,DB,"-2,036,000","4,354,000","1,345,000","-1,074,000"
Beginning Cash Position,DB,"165,626,000","179,946,000","156,328,000","128,869,000"
Income Tax Paid Supplemental Data,DB,"955,000","1,288,000","1,031,000","805,000"
Interest Paid Supplemental Data,DB,"25,454,000","9,286,000","5,769,000","6,937,000"
Capital Expenditure,DB,"-422,000","-337,000","-550,000","-512,000"
Issuance of Capital Stock,DB,0,0,"35,000","76,000"
Issuance of Debt,DB,"1,432,000","2,716,000","1,146,000","1,684,000"
Repayment of Debt,DB,"-2,005,000","-697,000","-721,000","-1,822,000"
Repurchase of Capital Stock,DB,"-1,082,000","-695,000","-850,000","-955,000"
Free Cash Flow,DB,"5,184,000","-2,450,000","-3,502,000","30,224,000"
