Tag,Bank,2023-12-31  ,2023-09-30  ,2023-06-30  ,2023-03-31  ,2022-12-31  ,2022-09-30  ,2022-06-30  ,2022-03-31  ,2021-12-31  ,2021-09-30  ,2021-06-30  ,2021-03-31  ,2020-12-31  ,2020-09-30  ,2020-06-30  ,2020-03-31  ,2019-12-31  ,2019-09-30  ,2019-06-30  ,2019-03-31  ,2018-12-31  ,2018-09-30  ,2018-06-30  ,2018-03-31  ,2017-12-31  ,2017-09-30  ,2017-06-30  ,2017-03-31  ,2016-12-31  ,2016-09-30  ,2016-06-30  ,2016-03-31  ,2015-12-31  ,2015-09-30  ,2015-06-30  ,2015-03-31  ,2014-12-31  ,2014-09-30  ,2014-06-30  ,2014-03-31  ,2013-12-31  ,2013-09-30  ,2013-06-30  ,2013-03-31  ,2012-12-31  ,2012-09-30  ,2012-06-30  ,2012-03-31  ,2011-12-31  ,2011-09-30  ,2011-06-30  ,2011-03-31  ,2010-12-31  ,2010-09-30  ,2010-06-30  ,2010-03-31  ,2009-12-31  ,2009-09-30  ,2009-06-30  ,2009-03-31  ,2008-12-31  ,2008-09-30  ,2008-06-30  ,2008-03-31  ,2007-12-31  ,2007-09-30  ,2007-06-30  ,2007-03-31  ,2006-12-31  ,2006-09-30  ,2006-06-30  ,2006-03-31  ,2005-12-31  ,2005-09-30  ,2005-06-30  ,2005-03-31  ,2004-12-31  ,2004-09-30  ,2004-06-30  ,2004-03-31  ,2003-12-31  ,2003-09-30  ,2003-06-30  ,2003-03-31  ,2002-12-31  ,2001-12-31  ,2000-12-31  ,1999-12-31  ,1998-12-31  ,1997-12-31  ,1996-12-31  ,1995-12-31  ,1994-12-31  ,1993-12-31  
"Interest Expense:Demand notes, US treasury & other",wells-fargo-bank,"$3,152,000,000","$2,086,000,000","$1,253,000,000","$634,000,000","$913,000,000","$391,000,000","$213,000,000","$94,000,000","$430,000,000","$359,000,000","$259,000,000","$144,000,000","$1,050,000,000","$893,000,000","$720,000,000","$447,000,000","$2,942,000,000","$2,341,000,000","$1,645,000,000","$825,000,000","$2,934,000,000","$2,100,000,000","$1,363,000,000","$630,000,000","$2,245,000,000","$1,679,000,000","$1,096,000,000","$533,000,000","$1,714,000,000","$1,229,000,000","$774,000,000","$375,000,000","$743,000,000","$508,000,000","$330,000,000","$164,000,000","$634,000,000","$474,000,000","$300,000,000","$147,000,000","$617,000,000","$466,000,000","$326,000,000","$152,000,000","$708,000,000","$548,000,000","$386,000,000","$207,000,000","$1,045,000,000","$780,000,000","$534,000,000","$271,000,000","$1,185,000,000","$885,000,000","$575,000,000","$314,000,000","$534,000,000","$108,000,000","$86,000,000","$53,000,000","$960,000,000","$766,000,000","$420,000,000","$206,000,000","$462,000,000","$350,000,000","$148,000,000","$41,000,000","$209,000,000","$171,000,000","$130,000,000","$64,000,000","$342,000,000","$271,000,000","$185,000,000","$94,000,000","$221,000,000","$145,000,000","$90,000,000","$44,000,000","$120,000,000","$96,000,000","$63,000,000","$31,000,000","$131,000,000","$154,000,000","$105,000,000","$229,000,000","$17,000,000","$19,910,000","$107,111,000","$88,806,000","$60,651,000","$51,652,000"
Interest Expense: Subordinated notes and debenture,wells-fargo-bank,"$739,000,000","$556,000,000","$365,000,000","$173,000,000","$409,000,000","$258,000,000","$130,000,000","$54,000,000","$205,000,000","$154,000,000","$104,000,000","$52,000,000","$279,000,000","$226,000,000","$169,000,000","$93,000,000","$449,000,000","$345,000,000","$234,000,000","$118,000,000","$424,000,000","$312,000,000","$201,000,000","$94,000,000","$387,000,000","$293,000,000","$193,000,000","$95,000,000","$368,000,000","$275,000,000","$185,000,000","$94,000,000","$363,000,000","$274,000,000","$182,000,000","$91,000,000","$395,000,000","$297,000,000","$197,000,000","$99,000,000","$426,000,000","$320,000,000","$205,000,000","$98,000,000","$418,000,000","$319,000,000","$217,000,000","$107,000,000","$426,000,000","$319,000,000","$216,000,000","$117,000,000","$635,000,000","$511,000,000","$387,000,000","$200,000,000","$370,000,000","$288,000,000","$194,000,000","$77,000,000","$398,000,000","$297,000,000","$209,000,000","$121,000,000","$536,000,000","$396,000,000","$263,000,000","$132,000,000","$464,000,000","$325,000,000","$194,000,000","$87,000,000","$256,000,000","$183,000,000","$114,000,000","$49,000,000","$167,000,000","$125,000,000","$83,000,000","$44,000,000","$162,000,000","$123,000,000","$70,000,000","$34,000,000","$155,000,000","$298,000,000","$322,000,000","$215,000,000","$99,000,000","$93,152,000","$58,953,000","$42,694,000","$38,979,000","$54,828,000"
Trading account gains and fees,wells-fargo-bank,"$2,860,000,000","$2,260,000,000","$1,589,000,000","$942,000,000","$1,735,000,000","$1,321,000,000","$645,000,000","$260,000,000","$655,000,000","$542,000,000","$352,000,000","$206,000,000","$1,420,000,000","$1,335,000,000","$973,000,000","$414,000,000","$1,185,000,000","$896,000,000","$580,000,000","$329,000,000","$1,162,000,000","$920,000,000","$690,000,000","$339,000,000","$1,339,000,000","$1,068,000,000","$701,000,000","$363,000,000","$1,303,000,000","$1,022,000,000","$631,000,000","$201,000,000","$1,353,000,000","$681,000,000","$707,000,000","$244,000,000","$1,359,000,000","$583,000,000","$311,000,000","$197,000,000","$2,392,000,000","$1,794,000,000","$1,459,000,000","$508,000,000","$557,000,000","$118,000,000","$161,000,000","$431,000,000","$467,000,000","$141,000,000","$708,000,000","$502,000,000","$173,000,000","$-444,000,000","$-443,000,000","$98,000,000","$363,000,000","$272,000,000","$383,000,000","$25,000,000","$334,000,000","$722,000,000","$665,000,000","$-51,000,000","$392,000,000","$520,000,000","$803,000,000","$230,000,000","$392,000,000","$258,000,000","$195,000,000","$101,000,000","$426,000,000","$294,000,000","$159,000,000","$100,000,000","$322,000,000","$235,000,000","$177,000,000","$73,000,000","$244,000,000","$194,000,000","$140,000,000","$61,000,000","$177,000,000","$247,000,000","$111,000,000","$92,000,000","$55,000,000","$69,869,000","$42,854,000","$23,228,000","$20,497,000","$16,497,000"
Interest rate exposures,wells-fargo-bank,"$-277,000,000","$-1,142,000,000","$345,000,000","$579,000,000","$-1,010,000,000","$-790,000,000","$-666,000,000","$-400,000,000","$-257,000,000","$-299,000,000","$-34,000,000","$-247,000,000","$768,000,000","$854,000,000","$755,000,000","$511,000,000","$882,000,000","$542,000,000","$386,000,000","$171,000,000","$253,000,000","$144,000,000","$156,000,000","$-20,000,000","$478,000,000","$507,000,000","$357,000,000","$114,000,000","$20,000,000","$68,000,000","$-96,000,000","$-23,000,000","$235,000,000","$121,000,000","$239,000,000","$63,000,000","$79,000,000","$-166,000,000","$-219,000,000","$-173,000,000","$1,260,000,000","$1,197,000,000","$1,098,000,000","$334,000,000","$-6,000,000","$-268,000,000","$-50,000,000","$179,000,000","$-481,000,000","$-272,000,000","$188,000,000","$353,000,000","$-154,000,000","$-568,000,000","$-503,000,000","$48,000,000","$140,000,000","$139,000,000","$288,000,000","$-10,000,000","$34,000,000","$363,000,000","$425,000,000","$-128,000,000","$42,000,000","$206,000,000","$529,000,000","$16,000,000","$106,000,000","$73,000,000","$83,000,000","$39,000,000","$173,000,000","$108,000,000","$42,000,000","$41,000,000","$124,000,000","$80,000,000","$73,000,000","$21,000,000","$91,000,000","$84,000,000","$60,000,000","$22,000,000","$25,000,000","$101,000,000","$19,000,000","$32,000,000","$10,000,000","$33,376,000","$17,972,000","$636,000",NA,NA
Foreign exchange exposures,wells-fargo-bank,"$2,133,000,000","$2,049,000,000","$785,000,000","$223,000,000","$1,240,000,000","$982,000,000","$707,000,000","$359,000,000","$874,000,000","$578,000,000","$464,000,000","$472,000,000","$136,000,000","$-225,000,000","$-391,000,000","$-553,000,000","$77,000,000","$9,000,000","$-74,000,000","$14,000,000","$632,000,000","$655,000,000","$394,000,000","$312,000,000","$656,000,000","$380,000,000","$229,000,000","$189,000,000","$1,073,000,000","$685,000,000","$492,000,000","$206,000,000","$861,000,000","$655,000,000","$345,000,000","$131,000,000","$641,000,000","$615,000,000","$424,000,000","$199,000,000","$712,000,000","$463,000,000","$348,000,000","$209,000,000","$670,000,000","$358,000,000","$232,000,000","$182,000,000","$524,000,000","$379,000,000","$185,000,000","$50,000,000","$547,000,000","$391,000,000","$269,000,000","$139,000,000","$345,000,000","$253,000,000","$181,000,000","$87,000,000","$381,000,000","$282,000,000","$159,000,000","$58,000,000","$262,000,000","$186,000,000","$120,000,000","$73,000,000","$242,000,000","$170,000,000","$100,000,000","$56,000,000","$239,000,000","$177,000,000","$120,000,000","$62,000,000","$188,000,000","$141,000,000","$99,000,000","$49,000,000","$148,000,000","$108,000,000","$80,000,000","$39,000,000","$152,000,000","$146,000,000","$92,000,000","$60,000,000","$45,000,000","$36,493,000","$24,882,000","$15,708,000",NA,NA
Equity security and index exposures,wells-fargo-bank,"$455,000,000","$414,000,000","$248,000,000","$146,000,000","$237,000,000","$116,000,000","$25,000,000","$39,000,000","$-115,000,000","$-50,000,000","$-23,000,000","$-9,000,000","$189,000,000","$248,000,000","$193,000,000","$138,000,000","$99,000,000","$143,000,000","$108,000,000","$67,000,000","$218,000,000","$150,000,000","$131,000,000","$58,000,000","$-6,000,000","$-14,000,000","$-34,000,000","$-21,000,000","$11,000,000","$46,000,000","$58,000,000","$-61,000,000","$58,000,000","$-243,000,000","$37,000,000","$-16,000,000","$366,000,000","$-98,000,000","$-110,000,000","$-55,000,000","$302,000,000","$71,000,000","$14,000,000","$-1,000,000","$27,000,000","$-30,000,000","$-87,000,000","$-20,000,000","$8,000,000","$3,000,000","$-31,000,000","$-42,000,000","$-24,000,000","$16,000,000","$17,000,000","$29,000,000","$-43,000,000","$-46,000,000","$-46,000,000","$-47,000,000","$-131,000,000","$-2,000,000","$-14,000,000","$-29,000,000","$-41,000,000","$-2,000,000","$8,000,000","$5,000,000","$24,000,000","$3,000,000","$1,000,000","$1,000,000","$-1,000,000","$-2,000,000","$-3,000,000","$-3,000,000","$-1,000,000",$0,$0,"$1,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,NA,NA
Commondity and other exposures,wells-fargo-bank,"$339,000,000","$224,000,000","$137,000,000","$89,000,000","$252,000,000","$159,000,000","$106,000,000","$56,000,000","$65,000,000","$37,000,000","$44,000,000","$54,000,000","$188,000,000","$161,000,000","$104,000,000","$-36,000,000","$114,000,000","$89,000,000","$43,000,000","$30,000,000","$111,000,000","$97,000,000","$67,000,000","$30,000,000","$115,000,000","$85,000,000","$55,000,000","$28,000,000","$171,000,000","$116,000,000","$80,000,000","$34,000,000","$56,000,000","$39,000,000","$56,000,000","$38,000,000","$90,000,000","$42,000,000","$57,000,000","$121,000,000","$150,000,000","$91,000,000","$22,000,000","$14,000,000","$-100,000,000","$78,000,000","$54,000,000","$33,000,000","$153,000,000","$108,000,000","$80,000,000","$38,000,000","$96,000,000","$67,000,000","$39,000,000","$24,000,000","$16,000,000","$8,000,000","$5,000,000","$-2,000,000","$-2,000,000","$35,000,000","$68,000,000","$23,000,000","$-27,000,000","$-16,000,000","$5,000,000","$3,000,000","$20,000,000","$12,000,000","$11,000,000","$5,000,000","$15,000,000","$11,000,000",$0,$0,"$11,000,000","$14,000,000","$5,000,000","$2,000,000","$5,000,000","$2,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,NA,NA
Trading revenues on credit exposures,wells-fargo-bank,"$210,000,000","$715,000,000","$74,000,000","$-95,000,000","$1,016,000,000","$854,000,000","$473,000,000","$206,000,000","$88,000,000","$276,000,000","$-99,000,000","$-64,000,000","$139,000,000","$297,000,000","$312,000,000","$354,000,000","$13,000,000","$113,000,000","$117,000,000","$47,000,000","$-52,000,000","$-126,000,000","$-58,000,000","$-41,000,000","$96,000,000","$110,000,000","$94,000,000","$53,000,000","$28,000,000","$107,000,000","$97,000,000","$45,000,000","$143,000,000","$109,000,000","$30,000,000","$28,000,000","$183,000,000","$190,000,000","$159,000,000","$105,000,000","$-32,000,000","$-28,000,000","$-23,000,000","$-48,000,000","$-34,000,000","$-20,000,000","$12,000,000","$57,000,000","$263,000,000","$-77,000,000","$286,000,000","$103,000,000","$-292,000,000","$-350,000,000","$-265,000,000","$-142,000,000","$-95,000,000","$-82,000,000","$-45,000,000","$-3,000,000","$52,000,000","$44,000,000","$27,000,000","$25,000,000","$156,000,000","$146,000,000","$141,000,000","$133,000,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Additional Noninterest Income,wells-fargo-bank,"$14,083,000,000","$10,635,000,000","$7,046,000,000","$3,482,000,000","$14,189,000,000","$10,647,000,000","$7,259,000,000","$3,693,000,000","$19,111,000,000","$14,344,000,000","$9,892,000,000","$4,546,000,000","$15,095,000,000","$11,273,000,000","$6,775,000,000","$3,666,000,000","$17,377,000,000","$13,329,000,000","$8,509,000,000","$4,158,000,000","$17,291,000,000","$13,227,000,000","$8,737,000,000","$4,588,000,000","$16,487,000,000","$12,285,000,000","$8,518,000,000","$4,289,000,000","$18,770,000,000","$14,201,000,000","$9,352,000,000","$4,615,000,000","$18,463,000,000","$14,241,000,000","$9,260,000,000","$4,533,000,000","$17,922,000,000","$13,999,000,000","$9,610,000,000","$4,634,000,000","$18,954,000,000","$14,670,000,000","$10,237,000,000","$5,258,000,000","$23,275,000,000","$17,237,000,000","$11,283,000,000","$5,381,000,000","$19,541,000,000","$14,630,000,000","$9,313,000,000","$4,667,000,000","$21,980,000,000","$16,583,000,000","$10,991,000,000","$5,348,000,000","$19,172,000,000","$13,349,000,000","$9,009,000,000","$4,056,000,000","$9,420,000,000","$7,728,000,000","$5,226,000,000","$2,564,000,000","$9,490,000,000","$6,905,000,000","$4,326,000,000","$2,257,000,000","$7,489,000,000","$5,443,000,000","$3,769,000,000","$1,719,000,000","$7,249,000,000","$5,358,000,000","$3,361,000,000","$1,928,000,000","$6,199,000,000","$4,245,000,000","$2,884,000,000","$1,333,000,000","$4,816,000,000","$2,944,000,000","$1,918,000,000","$964,000,000","$3,352,000,000","$4,161,000,000","$3,703,000,000","$2,462,000,000","$1,294,000,000","$932,099,000","$967,700,000","$1,231,873,000","$568,299,000","$616,660,000"
"Investment banking, advisory, brokerage, and underwriting fees and commissions",wells-fargo-bank,"$513,000,000","$349,000,000","$209,000,000","$93,000,000","$360,000,000","$235,000,000","$119,000,000","$62,000,000","$249,000,000","$183,000,000","$129,000,000","$76,000,000","$358,000,000","$289,000,000","$194,000,000","$91,000,000","$356,000,000","$259,000,000","$173,000,000","$88,000,000","$289,000,000","$202,000,000","$134,000,000","$62,000,000","$219,000,000","$157,000,000","$390,000,000","$195,000,000","$751,000,000","$554,000,000","$359,000,000","$176,000,000","$857,000,000","$648,000,000","$428,000,000","$211,000,000","$890,000,000","$675,000,000","$451,000,000","$222,000,000","$862,000,000","$634,000,000","$420,000,000","$206,000,000","$757,000,000","$342,000,000","$224,000,000","$117,000,000","$439,000,000","$345,000,000","$246,000,000","$122,000,000","$472,000,000","$337,000,000","$223,000,000","$168,000,000","$272,000,000","$216,000,000","$152,000,000","$80,000,000","$432,000,000","$329,000,000","$220,000,000","$114,000,000","$460,000,000","$334,000,000","$223,000,000","$96,000,000","$427,000,000","$305,000,000","$210,000,000","$109,000,000","$334,000,000","$250,000,000","$166,000,000","$84,000,000","$302,000,000","$225,000,000","$153,000,000","$75,000,000","$151,000,000","$87,000,000","$59,000,000","$27,000,000","$150,000,000","$358,000,000",NA,NA,NA,NA,NA,NA,NA,NA
Venture capital revenue,wells-fargo-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,000,000","$4,000,000","$2,000,000",$0,"$29,000,000","$24,000,000","$10,000,000","$1,000,000","$-2,000,000","$-2,000,000","$-2,000,000","$-2,000,000","$7,000,000","$-1,000,000","$-1,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$28,000,000",$0,NA,NA,NA,NA,NA,NA,NA,NA
Net servicing fees,wells-fargo-bank,"$467,000,000","$322,000,000","$228,000,000","$119,000,000","$609,000,000","$475,000,000","$332,000,000","$187,000,000","$298,000,000","$117,000,000","$-40,000,000","$-46,000,000","$-124,000,000","$-65,000,000","$-409,000,000","$321,000,000","$533,000,000","$494,000,000","$631,000,000","$356,000,000","$1,422,000,000","$1,301,000,000","$898,000,000","$483,000,000","$1,470,000,000","$1,190,000,000","$867,000,000","$477,000,000","$1,866,000,000","$1,645,000,000","$1,258,000,000","$879,000,000","$2,451,000,000","$1,711,000,000","$1,048,000,000","$524,000,000","$3,364,000,000","$2,670,000,000","$1,983,000,000","$938,000,000","$1,976,000,000","$1,256,000,000","$738,000,000","$329,000,000","$1,420,000,000","$1,162,000,000","$954,000,000","$258,000,000","$3,374,000,000","$2,860,000,000","$1,810,000,000","$898,000,000","$3,316,000,000","$3,047,000,000","$2,548,000,000","$1,327,000,000","$5,464,000,000","$3,337,000,000","$1,590,000,000","$814,000,000","$1,022,000,000","$1,124,000,000","$576,000,000","$286,000,000","$1,538,000,000","$1,018,000,000","$220,000,000","$228,000,000","$912,000,000","$589,000,000","$397,000,000","$84,000,000","$1,006,000,000","$744,000,000","$365,000,000","$460,000,000","$1,069,000,000","$617,000,000","$623,000,000","$163,000,000","$-950,000,000","$-1,260,000,000","$-986,000,000","$-428,000,000","$-374,000,000","$1,656,000,000",NA,NA,NA,NA,NA,NA,NA,NA
Net securitization income,wells-fargo-bank,"$19,000,000","$15,000,000","$-5,000,000","$3,000,000","$3,000,000","$2,000,000","$-16,000,000","$-16,000,000","$42,000,000","$39,000,000","$30,000,000","$22,000,000","$8,000,000","$-28,000,000","$-22,000,000","$-37,000,000","$86,000,000","$36,000,000","$27,000,000","$5,000,000","$24,000,000","$21,000,000","$8,000,000","$14,000,000","$99,000,000","$71,000,000","$50,000,000","$34,000,000","$40,000,000","$30,000,000","$-9,000,000","$-14,000,000","$38,000,000","$38,000,000","$43,000,000","$14,000,000","$20,000,000","$31,000,000","$25,000,000","$15,000,000","$112,000,000","$102,000,000","$82,000,000","$43,000,000","$143,000,000","$90,000,000","$34,000,000",$0,"$1,000,000","$12,000,000","$11,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$10,000,000","$52,000,000","$88,000,000","$65,000,000","$399,000,000","$305,000,000","$141,000,000","$85,000,000","$964,000,000","$789,000,000","$524,000,000","$163,000,000","$302,000,000","$304,000,000","$132,000,000","$26,000,000","$275,000,000","$301,000,000","$1,000,000","$1,000,000","$4,000,000","$4,000,000",NA,NA,NA,NA,NA,NA,NA,NA
Insurance commission fees and income,wells-fargo-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,000,000","$1,000,000","$1,000,000",$0,"$5,000,000","$5,000,000","$3,000,000","$2,000,000","$8,000,000","$6,000,000","$4,000,000","$3,000,000","$9,000,000","$7,000,000","$4,000,000","$2,000,000","$10,000,000","$8,000,000","$5,000,000","$2,000,000","$14,000,000","$11,000,000","$7,000,000","$4,000,000","$18,000,000","$13,000,000","$9,000,000","$5,000,000","$22,000,000","$16,000,000","$12,000,000","$7,000,000","$40,000,000","$31,000,000","$21,000,000","$12,000,000","$56,000,000","$43,000,000","$29,000,000","$15,000,000","$97,000,000","$72,000,000","$46,000,000","$20,000,000","$80,000,000","$64,000,000","$45,000,000","$22,000,000","$100,000,000","$77,000,000","$52,000,000","$27,000,000","$94,000,000","$68,000,000","$44,000,000","$23,000,000","$90,000,000","$68,000,000","$45,000,000","$23,000,000","$92,000,000","$70,000,000","$46,000,000","$24,000,000","$92,000,000","$67,000,000","$44,000,000","$21,000,000","$8,000,000","$5,000,000","$3,000,000","$2,000,000","$6,000,000","$6,000,000",NA,NA,NA,NA,NA,NA,NA,NA
Insurance underwriting income,wells-fargo-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,000,000","$1,000,000",$0,$0,"$2,000,000","$2,000,000","$1,000,000","$1,000,000","$4,000,000","$3,000,000","$2,000,000","$1,000,000","$6,000,000","$5,000,000","$3,000,000","$1,000,000","$10,000,000","$8,000,000","$5,000,000","$3,000,000","$14,000,000","$10,000,000","$7,000,000","$4,000,000","$19,000,000","$14,000,000","$10,000,000","$5,000,000","$27,000,000","$21,000,000","$15,000,000","$9,000,000","$42,000,000","$33,000,000","$23,000,000","$12,000,000","$56,000,000","$44,000,000","$31,000,000","$16,000,000","$73,000,000","$60,000,000","$42,000,000","$21,000,000","$97,000,000","$75,000,000","$51,000,000","$27,000,000","$92,000,000","$67,000,000","$43,000,000","$22,000,000","$87,000,000","$65,000,000","$43,000,000","$22,000,000","$88,000,000","$67,000,000","$44,000,000","$23,000,000","$90,000,000","$66,000,000","$43,000,000","$21,000,000","$8,000,000","$5,000,000","$3,000,000","$2,000,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other insurance commissions and fees,wells-fargo-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,000,000","$1,000,000","$1,000,000",$0,"$4,000,000","$4,000,000","$3,000,000","$2,000,000","$6,000,000","$4,000,000","$3,000,000","$2,000,000","$5,000,000","$4,000,000","$2,000,000","$1,000,000","$4,000,000","$3,000,000","$2,000,000","$1,000,000","$4,000,000","$3,000,000","$2,000,000","$1,000,000","$4,000,000","$3,000,000","$2,000,000","$1,000,000","$3,000,000","$2,000,000","$2,000,000","$2,000,000","$13,000,000","$10,000,000","$6,000,000","$3,000,000","$14,000,000","$10,000,000","$6,000,000","$3,000,000","$41,000,000","$28,000,000","$15,000,000","$4,000,000","$7,000,000","$4,000,000","$3,000,000","$1,000,000","$3,000,000","$2,000,000","$1,000,000",$0,"$2,000,000","$1,000,000","$1,000,000","$1,000,000","$3,000,000","$3,000,000","$2,000,000","$1,000,000","$4,000,000","$3,000,000","$2,000,000","$1,000,000","$2,000,000","$1,000,000","$1,000,000",$0,$0,$0,$0,$0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
